Apartment Name,City,Days since Post,Price,M² of Construction(Area),Price/M²,No of Bedrooms,Property Url
 PH DOVLE ,Coco Del Mar,Recent Post(less than 30days),"B/.211,000.00",55,"B/.3,836.36",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-dovle-coco-del-mar-venta/18638516?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=category&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento venta Coco del Mar 20-8848 MB,Coco Del Mar,Recent Post(less than 30days),"B/.220,000.00",118,"B/.1,864.40",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-venta-coco-del-mar-20-8848-mb/18640086?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=category&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PH ICON TOWER, COCO DEL MAR, 160M2, AMOBLADO - LG",Coco Del Mar,Recent Post(less than 30days),"B/.315,000.00",160,"B/.1,968.75",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-icon-tower-coco-del-mar-160m2-amoblado-lg/18576898?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 OCEAN SKY - COCO DEL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.299,000.00",148,"B/.2,020.27",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ocean-sky-coco-del-mar/18577040?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Torre Panorama ,Coco Del Mar,Recent Post(less than 30days),"B/.469,000.00",192,"B/.2,442.70",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/torre-panorama-entrega-inmediata/18577665?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH PANORAMA / COCO DEL MAR / VENTA,Coco Del Mar,Recent Post(less than 30days),"B/.518,000.00",192,"B/.2,697.91",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-panorama-coco-del-mar-venta/18578149?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Se vende apartamento en Via Porras, Cerca de Coco del Mar",Coco Del Mar,Recent Post(less than 30days),"B/.169,500.00",97,"B/.1,747.42",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/se-vende-apartamento-en-via-porras-cerca-de-coco-del-mar/18578338?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 En venta bello apartamento AMOBLADO en Coco del Mar DCD21-3117,Coco Del Mar,Recent Post(less than 30days),"B/.315,000.00",160,"B/.1,968.75",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/en-venta-bello-apartamento-amoblado-en-coco-del-mar-dcd21-3117/18580270?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENDO apartamento en el PH SERENITY ubicado en San Francisco,Coco Del Mar,Recent Post(less than 30days),"B/.218,000.00",124,"B/.1,758.06",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-el-ph-serenity-ubicado-en-san-francisco/18580323?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en Coco del Mar Venta a Estrenar EP21-698,Coco Del Mar,Recent Post(less than 30days),"B/.445,000.00",164,"B/.2,713.41",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-coco-del-mar-venta-a-estrenar-ep21-698/18583374?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH VICTORY SPORT / COCO DEL MAR / VENTA,Coco Del Mar,Recent Post(less than 30days),"B/.299,000.00",110,"B/.2,718.18",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-victory-sport-coco-del-mar-venta/18585011?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VICTORY SPORT / COCO DEL MAR / VENTA,Coco Del Mar,Recent Post(less than 30days),"B/.344,000.00",125,"B/.2,752.00",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/victory-sport-coco-del-mar-venta/18585566?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA EXCLUSIVO E ILUMINADO APARTAMENTO EN SAN FRANCISCO COCO DEL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.420,000.00",303,"B/.1,386.13",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-exclusivo-e-iluminado-apartamento-en-san-francisco-coco-del-mar/18586224?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH ICON TOWER / COCO DEL MAR / VENTA,Coco Del Mar,Recent Post(less than 30days),"B/.285,000.00",162,"B/.1,759.25",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-icon-tower-coco-del-mar-venta/18588778?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 GANGA PH NAUTICA VENDO APARTAMENTO - COCO DEL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.250,000.00",148,"B/.1,689.18",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ganga-ph-nautica-vendo-apartamento-coco-del-mar/18589124?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" VENTA, de Bahia del Golf, Vista al Parque",Coco Del Mar,Recent Post(less than 30days),"B/.185,000.00",117,"B/.1,581.19",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-bahia-del-golf-vista-al-parque/18589527?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en venta en PH Nautica en Coco del Mar (art),Coco Del Mar,Recent Post(less than 30days),"B/.332,000.00",148,"B/.2,243.24",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-ph-nautica-en-coco-del-mar-art/18589707?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA APARTAMENTO EN COCO DEL MAR CON VISTA AL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.270,000.00",148,"B/.1,824.32",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-en-coco-del-mar-con-vista-al-mar/18590663?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA APARTAMENTO EN COCO DEL MAR CON VISTA AL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.650,000.00",317,"B/.2,050.47",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-en-coco-del-mar-con-vista-al-mar/18590939?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Se Vende Apto en PH Puntarenas, Coco Del Mar",Coco Del Mar,Recent Post(less than 30days),"B/.600,000.00",337,"B/.1,780.41",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/se-vende-apto-en-ph-puntarenas-coco-del-mar/18593421?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Ph Ocean Sky - Coco del Mar - SP,Coco Del Mar,Recent Post(less than 30days),"B/.325,000.00",150,"B/.2,166.66",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-ocean-sky-coco-del-mar-sp/18593830?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 2203LKVA VENTA DE APARTAMENTO EN OCEAN SKY COCO DEL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.350,000.00",150,"B/.2,333.33",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/2203lkva-venta-de-apartamento-en-ocean-sky-coco-del-mar/18594104?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA APARTAMENTO PH VIÑA MAR AV CINCUENTENARIO (GS),Coco Del Mar,Recent Post(less than 30days),"B/.94,900.00",53,"B/.1,790.56",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-ph-vina-mar-av-cincuentenario-gs/18595410?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PH BALEARES, COCO DEL MAR, 151M2, LINEA BLANCA - LG",Coco Del Mar,Recent Post(less than 30days),"B/.332,500.00",151,"B/.2,201.98",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-baleares-coco-del-mar-151m2-linea-blanca-lg/18596794?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENDO APT EN COCO DEL MAR ID 7383,Coco Del Mar,Recent Post(less than 30days),"B/.725,000.00",373.93,"B/.1,938.86",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apt-en-coco-del-mar-id-7383/18598705?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA APARTAMENTO EN COCO DEL MAR CON VISTA AL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.670,000.00",337,"B/.1,988.13",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-en-coco-del-mar-con-vista-al-mar/18600158?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Venta de Apartamento en Coco del Mar 20-4466 GM,Coco Del Mar,Recent Post(less than 30days),"B/.275,000.00",120,"B/.2,291.66",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-coco-del-mar-20-4466-gm/18601092?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Se Vende Apartamento en Coco del Mar, Moon Tower",Coco Del Mar,Recent Post(less than 30days),"B/.196,000.00",120,"B/.1,633.33",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/se-vende-apartamento-en-coco-del-mar-moon-tower/18601676?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Venta de apartamento en Coco del Mar OLLU2577,Coco Del Mar,Recent Post(less than 30days),"B/.545,000.00",298,"B/.1,828.85",4,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-coco-del-mar-ollu2577/18602436?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Venta Apartamento Coco del Mar San Francisco VL 3237443,Coco Del Mar,Recent Post(less than 30days),"B/.215,000.00",120,"B/.1,791.66",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-coco-del-mar-san-francisco-vl-3237443/18602533?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" En venta apartamento en Coco del Mar, PH Vita VL 3242599",Coco Del Mar,Recent Post(less than 30days),"B/.343,000.00",144,"B/.2,381.94",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/en-venta-apartamento-en-coco-del-mar-ph-vita-vl-3242599/18602642?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Coco del Mar – Frente al Mar – 174mst2 – 330,000",Coco Del Mar,Recent Post(less than 30days),"B/.330,000.00",174,"B/.1,896.55",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/coco-del-mar-frente-al-mar-174mst2-330-000/18605061?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Venta de apartamento en Coco del mar. 20-7863 K.,Coco Del Mar,Recent Post(less than 30days),"B/.180,000.00",87,"B/.2,068.96",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-coco-del-mar-20-7863-k/18607951?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH LUNA DEL MAR / COCO DEL MAR / VENTA,Coco Del Mar,Recent Post(less than 30days),"B/.380,000.00",198,"B/.1,919.19",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-luna-del-mar-coco-del-mar-venta/18608219?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 VENTA APARTAMENTO COCO DEL MAR,Coco Del Mar,Recent Post(less than 30days),"B/.295,000.00",140,"B/.2,107.14",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-coco-del-mar/18609914?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PH LE MARE, COCO DEL MAR, 140M2, LÍNEA BLANCA - LG",Coco Del Mar,Recent Post(less than 30days),"B/.295,000.00",140,"B/.2,107.14",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-le-mare-coco-del-mar-140m2-linea-blanca-lg/18508759?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Venta de Apartamento en Coco del Mar 21-3592 MFK,Coco Del Mar,Recent Post(less than 30days),"B/.1,600,000.00",920,"B/.1,739.13",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-coco-del-mar-21-3592-mfk/18511330?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Ph Vita - Coco Del Mar – 080-00719 -SP,Coco Del Mar,Recent Post(less than 30days),"B/.405,000.00",164,"B/.2,469.51",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-vita-coco-del-mar-080-00719-sp/18511919?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PH LE MARE - COCO DEL MAR $285,000.00",Coco Del Mar,Recent Post(less than 30days),"B/.285,000.00",140,"B/.2,035.71",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-le-mare-coco-del-mar-285-000-00/18513038?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH VITA!! Edificio de Lujo en Coco del Mar!,Coco Del Mar,Recent Post(less than 30days),"B/.360,000.00",140,"B/.2,571.42",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-vita-edificio-de-lujo-en-coco-del-mar/18514678?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Ph Le Mare en Coco del Mar, Alquiler- Venta CM",Coco Del Mar,Recent Post(less than 30days),"B/.195,000.00",108,"B/.1,805.55",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-le-mare-en-coco-del-mar-alquiler-venta-cm/18514757?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Ph Moon Tower Venta CM,Coco Del Mar,Recent Post(less than 30days),"B/.183,000.00",98,"B/.1,867.34",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-moon-tower-venta-cm/18514759?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH OCEAN SKY ,Coco Del Mar,Recent Post(less than 30days),"B/.329,000.00",150,"B/.2,193.33",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-ocean-sky-coco-del-mar-venta/18516840?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 vendo apartamento en San Francisco Coco del mar,Coco Del Mar,Recent Post(less than 30days),"B/.310,000.00",160,"B/.1,937.50",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-san-francisco-coco-del-mar/18519603?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Vendo apartamento en Oceanaire, Punta Pacifica",Coco Del Mar,Recent Post(less than 30days),"B/.215,000.00",95,"B/.2,263.15",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-oceanaire-punta-pacifica/18520346?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" VENTA, de Bahia del Golf, Vista al Parque",Coco Del Mar,Recent Post(less than 30days),"B/.185,000.00",117,"B/.1,581.19",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-bahia-del-golf-vista-al-parque/18520818?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" VENTA, BAHIA DEL GOLF, VISTA AL MAR",Coco Del Mar,Recent Post(less than 30days),"B/.260,000.00",178,"B/.1,460.67",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-bahia-del-golf-vista-al-mar/18521071?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en venta Ph Horizonte en coco del mar.(ART),Coco Del Mar,Recent Post(less than 30days),"B/.329,000.00",207,"B/.1,589.37",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-ph-horizonte-en-coco-del-mar-art/18521394?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Lujoso apartamento en Coco del Mar, $335,000",Coco Del Mar,Recent Post(less than 30days),"B/.328,000.00",151,"B/.2,172.18",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/lujoso-apartamento-en-coco-del-mar-335-000/17952723?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en venta en Coco del Mar. Dp 20-8847,Coco Del Mar,Recent Post(less than 30days),"B/.165,000.00",80,"B/.2,062.50",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-coco-del-mar-dp-20-8847/18522311?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PRECIO REDUCIDO, SE VENDE APARTAMENTO EN COCO DEL MAR",Coco Del Mar,Recent Post(less than 30days),"B/.270,000.00",149,"B/.1,812.08",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/precio-reducido-se-vende-apartamento-en-coco-del-mar/18525142?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 PH LE MARE - COCO DEL MAR – LINEA BLANCA,Coco Del Mar,Recent Post(less than 30days),"B/.295,000.00",140,"B/.2,107.14",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-le-mare-coco-del-mar-linea-blanca/18528014?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" Se Vende Apartamento en PH Icon, Coco del Mar",Coco Del Mar,Recent Post(less than 30days),"B/.315,000.00",160,"B/.1,968.75",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/se-vende-apartamento-en-ph-icon-coco-del-mar/18531631?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" ¡DUPLICAMOS TU SEPARACIÓN! Últimos Aptos en Coco Place, Coco del Mar'",Coco Del Mar,Recent Post(less than 30days),"B/.205,000.00",80,"B/.2,562.50",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/duplicamos-tu-separacion-ultimos-aptos-en-coco-place-coco-del-mar/18531802?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 SE VENDE ,Coco Del Mar,Recent Post(less than 30days),"B/.293,000.00",139,"B/.2,107.91",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/se-vende-ph-le-mare-con-vista-al-mar-en-coco-del-mar/18533865?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Lindo Apartamento en Venta en Coco del Mar Panamá TB,Coco Del Mar,Recent Post(less than 30days),"B/.425,000.00",252,"B/.1,686.50",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/lindo-apartamento-en-venta-en-coco-del-mar-panama-tb/18534980?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en Coco del Mar Venta Amoblado a Estrenar EP21-698,Coco Del Mar,Recent Post(less than 30days),"B/.445,000.00",164,"B/.2,713.41",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-coco-del-mar-venta-amoblado-a-estrenar-ep21-698/18535058?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
" PH Vita, Coco del Mar (KT)",Coco Del Mar,Recent Post(less than 30days),"B/.382,000.00",144,"B/.2,652.77",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/ph-vita-coco-del-mar-kt/18538300?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento Venta Coco del Mar LTF 21-3859,Coco Del Mar,Recent Post(less than 30days),"B/.415,000.00",164,"B/.2,530.48",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-venta-coco-del-mar-ltf-21-3859/18540746?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en Venta Coco del Mar PP21-2756,Coco Del Mar,Recent Post(less than 30days),"B/.299,000.00",146,"B/.2,047.94",2,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-coco-del-mar-pp21-2756/18541970?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Apartamento en Venta Coco del Mar PP21-2692,Coco Del Mar,Recent Post(less than 30days),"B/.700,000.00",378,"B/.1,851.85",3,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-coco-del-mar-pp21-2692/18541976?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
 Super Cute and Comfy - Apartamento Estudio,Coco Del Mar,Recent Post(less than 30days),"B/.94,900.00",53,"B/.1,790.56",1,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/super-cute-and-comfy-apartamento-estudio/18544845?q=number.50|keyword.coco del mar&regionslug=prov-panama-ciudad-de-panama-coco-del-mar&list=categoryregion&catslug=bienes-raices-venta-de-propiedades-apartamentos
